block_type,grid,epoch,acc_row,acc_col,acc_real_4dir,acc_same_row_4,acc_shuffle_row,delta_direction,order_utilization
mamba,32,52,0.731,0.7174,0.7838,0.7466,0.616,0.03720000000000001,0.11499999999999999
mamba,32,53,0.7327,0.7074,0.7841,0.7465,0.6117,0.03759999999999997,0.121
mamba,32,54,0.736,0.7151,0.784,0.7474,0.6167,0.03660000000000008,0.11929999999999996
mamba,32,55,0.7219,0.7112,0.772,0.7448,0.611,0.027200000000000002,0.1109
mamba,32,56,0.7325,0.7118,0.7797,0.7483,0.613,0.031399999999999983,0.11950000000000005
mamba,32,57,0.7329,0.7163,0.7866,0.7548,0.6208,0.03179999999999994,0.11209999999999998
mamba,32,58,0.7354,0.7161,0.7814,0.7448,0.6176,0.036599999999999966,0.11780000000000002
mamba,32,59,0.7362,0.7123,0.7879,0.7515,0.6192,0.0364000000000001,0.11699999999999999
mamba,32,60,0.7349,0.719,0.7863,0.7545,0.6181,0.03180000000000005,0.11680000000000001
mamba,32,61,0.738,0.7171,0.7885,0.7559,0.6145,0.03259999999999996,0.12349999999999994
mamba,32,62,0.7418,0.7233,0.7915,0.7564,0.6149,0.03510000000000002,0.1269
mamba,32,63,0.7355,0.7164,0.7919,0.7509,0.6225,0.041000000000000036,0.11299999999999999
mamba,32,64,0.7411,0.7186,0.7871,0.7548,0.6206,0.032299999999999995,0.12049999999999994
mamba,32,65,0.7409,0.7221,0.7859,0.7534,0.6244,0.032500000000000084,0.11650000000000005
mamba,32,66,0.7418,0.7197,0.7885,0.7536,0.6213,0.03489999999999993,0.12050000000000005
mamba,32,67,0.7391,0.7198,0.784,0.7553,0.6213,0.02870000000000006,0.11780000000000002
mamba,32,68,0.7431,0.7243,0.7873,0.7527,0.6244,0.034599999999999964,0.11870000000000003
mamba,32,69,0.7438,0.7207,0.7901,0.7496,0.6259,0.04049999999999998,0.1179
mamba,32,70,0.7453,0.7199,0.7863,0.7525,0.6286,0.03380000000000005,0.11669999999999991
mamba,32,71,0.7442,0.7213,0.7894,0.7569,0.6266,0.03249999999999997,0.11759999999999993
mamba,32,72,0.7454,0.7224,0.7936,0.7511,0.6269,0.04249999999999998,0.11849999999999994
mamba,32,73,0.7453,0.7209,0.7923,0.7548,0.6253,0.03749999999999998,0.12
mamba,32,74,0.7454,0.7189,0.7903,0.7501,0.6252,0.040200000000000014,0.12019999999999997
mamba,32,75,0.7459,0.7235,0.7905,0.7532,0.6258,0.0373,0.12009999999999998
mamba,32,76,0.7443,0.7236,0.7908,0.7554,0.6232,0.03539999999999999,0.12109999999999999
mamba,32,77,0.7465,0.7254,0.79,0.7524,0.6276,0.03760000000000008,0.1189
mamba,32,78,0.7453,0.7273,0.7921,0.751,0.6258,0.041100000000000025,0.11949999999999994
mamba,32,79,0.7486,0.7243,0.7892,0.755,0.6278,0.03420000000000001,0.12080000000000002
mamba,32,80,0.7488,0.7242,0.7922,0.752,0.6242,0.040200000000000014,0.12460000000000004
mamba,32,81,0.7437,0.725,0.7943,0.7533,0.6284,0.041000000000000036,0.11530000000000007
mamba,32,82,0.7468,0.7257,0.7901,0.7526,0.6263,0.03749999999999998,0.12050000000000005
mamba,32,83,0.7473,0.7273,0.7937,0.7545,0.6265,0.03920000000000001,0.12080000000000002
mamba,32,84,0.7463,0.7248,0.7925,0.7567,0.6286,0.03579999999999994,0.11769999999999992
mamba,32,85,0.7466,0.7254,0.7916,0.7566,0.6274,0.03499999999999992,0.11920000000000008
mamba,32,86,0.7471,0.7277,0.7904,0.7534,0.6275,0.03700000000000003,0.11960000000000004
mamba,32,87,0.7487,0.7262,0.7911,0.7545,0.629,0.03660000000000008,0.11970000000000003
mamba,32,88,0.748,0.7277,0.7927,0.7529,0.6293,0.03979999999999995,0.11870000000000003
mamba,32,89,0.7475,0.7263,0.7947,0.753,0.6281,0.04169999999999996,0.11940000000000006
mamba,32,90,0.7461,0.729,0.794,0.7544,0.6321,0.03960000000000008,0.11399999999999999
mamba,32,91,0.7504,0.7298,0.7955,0.7531,0.63,0.04239999999999999,0.12039999999999995
mamba,32,92,0.7482,0.7275,0.7948,0.7545,0.6306,0.0403,0.11759999999999993
mamba,32,93,0.7492,0.7278,0.7951,0.7525,0.6308,0.04260000000000008,0.11839999999999995
mamba,32,94,0.7482,0.728,0.7934,0.7556,0.6306,0.037799999999999945,0.11759999999999993
mamba,32,95,0.7484,0.7285,0.7928,0.7543,0.6301,0.03849999999999998,0.11829999999999996
mamba,32,96,0.7492,0.7286,0.7944,0.7546,0.6298,0.03979999999999995,0.11939999999999995
mamba,32,97,0.7493,0.7291,0.7946,0.7544,0.6298,0.040200000000000014,0.11949999999999994
mamba,32,98,0.7483,0.7285,0.7946,0.7541,0.6293,0.04049999999999998,0.119
mamba,32,99,0.7486,0.7286,0.7942,0.754,0.6294,0.040200000000000014,0.11920000000000008
mamba,32,100,0.7486,0.7286,0.7942,0.754,0.6294,0.040200000000000014,0.11920000000000008
